Query is the topic title = "Environment National Park"

Doc_ID ModelC_Score
62292 283.23958772511145
52215 272.66912375279657
58503 267.6008350369395
60221 265.49146067035934
60155 265.49146067035934
65284 260.87577535172835
55848 260.23950170360615
78720 253.28990846986247
81592 243.77912586116682
75641 238.87273159593383
85236 227.0669694017621
75471 221.50427901431996
80497 208.2786957536399
82226 208.2786957536399
83965 207.96818679306645
83429 206.01320596090187
83314 206.01320596090187
58514 204.06303064180815
62212 201.6479593172554
62213 200.72549461412308
35053 196.80908082101962
83332 195.67651199631848
80643 192.82520596090188
83315 192.82520596090188
41320 190.2632193291088
50327 187.0579658175327
75561 185.35197563167884
85214 178.85485345973314
19480 172.97091080740336
59351 168.39463840596966
71517 168.39463840596966
86878 168.20275434799868
70026 157.327971739303
39304 152.46930507263633
63259 149.80385587624977
43628 146.20385587624978
39883 145.192087681332
39864 145.192087681332
27814 144.64112489245616
19505 142.47658419483878
6119 141.62758347481608
17505 139.28130507263634
51691 139.28130507263634
57150 139.28130507263634
9954 139.28130507263634
39972 139.28130507263634
76612 107.96481769641495
25765 84.38726998491704
61475 72.32054025701548
25144 68.41253612399757
33060 66.34060331825037
49518 29.113333333333333
82966 23.957449275362322
61663 8.05956989247312
47192 0.0
28710 0.0
