Query is the topic title = "Government supported school vouchers"

Doc_ID ModelC_Score
16841 370.6391807539749
16723 348.0143679197503
55891 313.6238341301163
35782 311.8130174332016
68829 310.7580829517312
32528 300.48127913023137
86068 297.64057472307667
50516 291.8024852988892
47424 291.8024852988892
53259 291.8024852988892
56686 291.8024852988892
76481 291.8024852988892
6386 285.26728223613065
41521 274.61063197133905
41355 270.87876637591336
67135 268.4520340717379
32963 266.61733932174985
31281 266.61733932174985
49731 261.24500409296814
76556 261.03067082991384
67169 260.990762196185
70606 257.61237251402076
6399 246.9705186815787
6409 234.77322641674186
75558 232.75540281705105
2800 232.40155990381223
55974 227.1996639793992
61487 221.93048738103096
70619 217.46561100688416
53364 213.94526998972657
3648 210.41010847007254
70854 206.77747689112516
8085 203.7817643266204
61644 187.96734406380068
64336 187.96734406380068
44597 187.96734406380068
59301 187.96734406380068
73731 186.63486678418639
19526 184.53138605289536
46632 154.10340425531913
49023 131.4192874615482
7914 49.48904184271501
51441 37.476551724137934
25029 5.443448275862069
